ParticipantId	SampleCode	contdag	gesl2	LFTB	pershuis	Lftpershuis1	Lftpershuis2	Lftpershuis3	Lftpershuis4	Lftpershuis5	Lftpershuis6	Lftpershuis7	Lftpershuis8	Lftpershuis9	Lftpershuis10	contpers0tot9	contpers10tot19	contpers20tot29	contpers30tot39	contpers40tot49	contpers50tot59	contpers60tot69	contpers70tot79	contpers80tot89	contpers90plus	contpers0tot4	contpers5tot9	pershuisv2
11094	13603718	1	2	69	2	73											1					1						2
11095	13603751	1	2	69	2	70																	1					2
11096	13603651	2	2	69	2	69	72									2			2		3	3	1			2		2
11097	13603643	7	1	69	2	73											1			4		4						2
11098		1	2	71	2	75																8						2
11100	13603736	6	2	71	2	78										1			4				2				1	2
11101	13603645	7	2	71	2	74										2			1							1	1	2
11102	13603741		1	71	2																							2
11103		3	2	71	1												2				1	1	1					1
11104	13603744	2	1	71	2	77															10	20	15					2
11105	13603629	3	1	71	2	67										1		1	1	1	2		2	1	1		1	2
11106	13603632	4	1	72	2	70	72									5			6			3	2					2
11108	13603663	2	2	72	2	65														2								2
11109	13603746	2	1	72		68										3							10		1	2	1	2
11110	13603880	6	1	72	2	58										2	5	2	2	2	5	2	2	1			2	2
11113	13603729	6	1	74	2	66													2	1								2
11115			2	74	1																							1
11120	13603641		2	75	2	77																						2
11121	13603877		1	75	2	66																						2
11122	13603647	1	2	75	1															2		12	1					1
11123	13603728		2	75	2	78																						2
11124	13603666	2	1	76	3	36	67	75								3		1	1		2	1	1	9	1	2	1	3
11125	13603654		2	76	2	76	77																					2
11127			1	76	2	72	76																					2
11128	13603633		2	76	1																							1
11129	13603627	3	2	76	1											2	4			5				2			2	1
11130	13603623	1	2	77	2	77	77																2					2
11131			1	77	2	75																						2
11132	13603648	1	2	78	1															1		1	2					1
11133	13603737	1	2	78	2	78	79															1		2				2
11136	13603661	2	1	79	1													1	1		1							1
11138			2	-0	3	36	40																					3
11150	13603948		1	-0	5	2	6	42	44																			5
11151		2	2	-0	4	2	32	39											1									4
11152	13603816	6	1	-0	4	2	34	35																				4
11154			2	-0	6	0	8	11	13	40	45																	6
11155	13603802		1	0																								
11160		6	2	0	3	31	32									1		2	2		1	1				1		3
11161	13603819	7	2	0	4	3	32	33								11	2		2			2				10	1	4
11162			1	0	4	0	8	21	40																			4
11164	13603858	7	1	0	4	5	40	41											1									4
11168			2	0	3	37	39																					3
11170		3	1	0	4	5	35	39								2		2								2		4
11173	13603896	2	2	0	4	0	2	22	27																			4
11176		6	2	1	3	38	51									6			4			2				2	4	3
11178			2	1	3	25	28																					3
11179		5	1	1	3	28	41														2							3
11183	13603907	2	2	1	4	4	36	37								10			2							10		4
11189	13603952	6	1	1	3	2	34	40																				3
11190	13603811	6	1	1	6	2	7	10	12	40	42						1	1										6
11191	13603814	7	1	2	3	2	6	36								3												3
11197		6	1	2	4	1	36	38								6		2	4							4	2	4
11198	13603892	2	2	2	5	2	5	8	36	39						12			2							12		5
11199		7	1	2	4	2	6	35	36							3	2		2	2	1		2			1	2	4
11200		1	1	2	2	43										12		3		1		1						2
11203	13603945	1	1	2	5	5	10	38	38							15	1		2		2	1				14	1	5
11207	13603949	1	1	3	5	1	3	10	40	53						4			4									5
11210		3	2	3	4	0	36	42								2						2				2		4
11211		4	1	3	2													2	1	1	2	1						2
11212	13603822	6	1	3	4	0	3	29	58							10		1			1					10		4
11214	13603830	5	2	3	4	0	28	35								5				1	1	1				3	2	4
11215	13603813	5	1	3	4	8	36	46								1		1		2							1	4
11217	13603882	6	1	5		3	11	18	20	22	46	46				10	5	5	2	2						5	5	7
11219	13603902	2	2	5	6	8	10	11	40	41						30										10	20	6
11222	13603881	4	1	6	5	2	6	8	32	37						2			2							1	1	5
11223	13603901	1	2	6	4	6	46	48								20		1	1	1							20	4
11231	13603891	7	1	8	4	5	39	39								1				1							1	4
11232	13603884	1	1	8	4	8	10	38	40							20		1	3	1			1				20	4
11234	13603893	2	1	8	5	7	12	42	46							4				2							4	5
11235	13603883	5	1	8	3	12	51									30	1		1	2	1						30	3
11237	13603897	7	2	10	4	13	40	40									10	4		1			2	2				4
11238	13603887	6	1	10	6	5	8	11	40	41										2								6
11240	13603900	2	2	10	4	10	13	44	46								30	1		1	1							4
11244	13603898		1	11	2	43																						2
11245		6	1	12	4	8	45	46								1	1			2							1	4
11248	13603950	1	1	12	4	11	46	50								1	3				1						1	4
11253	13603828	1	1	13	3	16	43										30											3
11256	13603923	6	1	13	4	13	16	42	50							20	10		1	1	1					10	10	4
11257	13603835	5	1	15	4	11	15	41	46								25	3										4
11258	13603832	5	1	15	4	12	15	48	48								2		6									4
11259	13603928	3	2	16	7	7	9	11	12	16	41	44				3	5	1	3	7							3	7
11260	13603831	6	2	16	5	13	18	47	50								18		1		1			1				5
11264	13603905	3	1	17	4	13	44	44									30			10								4
11267	13603886		2	17	2	54																						2
11268	13603859	3	1	17	4	20	52	55									20	15		1	2							4
11270	13603938	5	1	18	2	52											5	3			2							2
11273	13603917	4	2	18	1	18											15	10		1	2							1
11278		5	2	20	4	22	49	50									1	4		1								4
11283	13603850	6	1	20	3	20	51	52									10				2							3
11284	13603942		2	20	7	5	15	19	20	22	23	32	42															7
11288	13603944	1	2	20	4	17	50	50									3	7					1					4
11291	13603846	5	2	21	6	7	9	12	26	43						1		4									1	6
11293			2	21	3	21	23	50																				3
11299	13603848	5	2	21	2	21	57											10										2
11304	13603843	7	1	22	1												2	1			2							1
11314	13603849	6	2	23	1													20			5							1
11315	13603815	3	2	23	3	23	58	81									3	4										3
11319	13603852	7	2	25	1												1	2	3									1
11333	13603927	1	1	26	1	26												7	1									1
11345	13603932	4	2	27	1												1	6										1
11346	13603909	6	2	27	2	28										4		1	1	3		2					4	2
11348	13603837	5	1	27	2	29												2	1		2	1						2
11351	13603842	4	2	28	2	32										2		5	8	4	5	3					2	2
11352	13603838	1	2	28	1													1	1									1
11360		7	2	30	2	26										20	3		5	1						15	5	2
11363	13603918	2	1	31	4	0	3	31	31							1		1	4	4						1		4
11364	13603818	3	2	32	4	0	3	33								2			5	1	1	2				2		4
11372	13603924	6	2	33	3	3	33									3			3	1		1				1	2	3
11378	13603804	6	2	40	2	40	53											8	15	20	5	10	2					2
11379	13603933	6	2	40	3	3	42													2								3
11383	13603890	7	2	42	4	9	17	42	45								1				1							4
11384	13603921	2	1	42	3	14	44	45									2	8		6	3	2						3
11386	13603914	2	1	42	3	3	40	42								5			4	5	2					5		3
11390	13603854	7	1	43	5	7	11	14	43	43										2		4	1					5
11391	13603844	7	2	43	4	13	16	46									5		5	12		1						4
11393	13603920	5	1	43	2	41													6	6	3							2
11394	13603851	6	1	44	2	38	44											2	2	3								2
11395	13603908	5	2	44	4	11	14	45									4		2	4	3							4
11397	13603799	5	1	44	2	31												2	10	20	10	5						2
11398	13603910	1	2	45	4	12	14	45	45								40			4	3							4
11402	13603915	1	2	46	4	6	8	42	46							10			5	10							10	4
11403		6	1	46	5	7	14	17	43							8		15								8		5
11404	13603821	6	2	46	4	16	20	46	51									4		2	2							4
11405	13603845	7	2	46	2	10											1		4	8	4	2		2				2
11407		3	2	47	4	22	23	51												2								4
11408	13603925	6	2	47	4	7	9	50								3	3		4	5	6	1		1		1	2	4
11409	13603826	6	2	47	4	15	18	51									2				1							4
11411		4	2	48	2	57										22			5	4	3					10	12	2
11412	13603913	2	2	48	2	54											10	20			1							2
11414	13603857	6	2	49	7	11	13	20	23	24	54																	7
11416	13603906	6	2	49	3	8	52									7	2	1	1	5	1					1	6	3
11419	13603856	6	2	50	4	15	18	57									1				2							4
11429	13603840	6	2	52	3	12	58													2	4	1						3
11431	13603962	1	1	53	4	6	10	44	53							10		10	10	5	10						10	4
11433			1	54	1																							1
11434	13603855	6	2	54	2	51														2	1							2
11435		3	2	54	4	22	24	55	55									3	3	6				1	1			4
11436	13603937	6	1	54	4	16	20	53													5							4
11440	13603807	6	1	55	2	53														1	2		1					2
11443	13603841	7	1	56	2	54															1							2
11446	13603951	1	1	57	3	16	46											5	1	2	1	1						3
11448	13603929	2	1	57	2	57													2	2	4							2
11450			2	58	2	60																						2
11453	13603800	7	2	59	1											3			1	1							3	1
11455	13603853	6	2	59	2	58										3			7							1	2	2
11459	13603809	6	1	61	3	25	60	61								40	3	1	1	2	4	1		1		20	20	3
11460	13603836		2	61	1																							1
11462		5	1	61	2	66												1	4	2								2
11466	13603939	6	1	62	2	51														3	1							2
11467	13603817	6	1	62												2			2				2				2	
11468		1	2	62	1												1						2					1
11469	13603911	6	2	63	2	51															10							2
11472		5	2	64	2	58												1	1		1							2
11473	13603889	1	1	64	2	63															1							2
11474	13603805	1	2	64															6									
11475	13603801		2	65	2																							2
11477	13603827	4	2	66	2	65	66									1				1		1					1	2
11478	13603820	3	2	66	2	66	67									3	1	1	4		1	3	2			2	1	2
11479	13603916	2	1	66	2											1		2				5					1	2
11480	13603839	5	2	66	4	4	40	63	66							1	1	2		3						1		4
11482	13603824	5	1	67	2	38	39									2	2		2	3			12				2	2
11485	13603912	2	1	67	3	38	63	67													10	5	5					3
11490	13603834	3	2	68	2	70																1	1	1				2
11494	13603812	3	2	69	2	75																2	2					2
11497		7	2	70	2	78															1							2
11498	13603936	6	1	70	2	57																2						2
11499	13603833	1	2	70	1											1	2			5							1	1
11501		6	2	71	1														16	12	12	18	16					1
11502	13603885	6	1	71	2	71	71											2	3	2								2
11504	13603808	2	1	72	2	35																	2					2
11505	13603930	3	2	72	1														3	2	3	6	4					1
11507	13603904	2	1	73	2	47													1	1								2
11509	13603899	1	2	73	2	73	74														2							2
11514	13603888	2	1	75	3	35	70													7		5						3
11515	13603829	6	2	75	2	75	77											2		2		4						2
11516	13603803		2	76	2	78																						2
11518			2	76	2	72																						2
11519	13603806	5	2	76	2	79																	4					2
11522	13603935	5	1	77	1																	1						1
11523	13603798	6	1	77	2	77	81																					2
11524	13603894	7	1	77	2	78	80									1	1	3		6								2
11526	13603825	7	2	78	1															2			6					1
11529	13603823	1	1	79	1																4		10					1
11558	13603931	5	2	35	4	4	7	35	38								1		2	1	2							4
11559	13603946	7	1	35	4	2	6	35	36							2	2		2	6	1		2			1	1	4
11560	13603926	6	2	35	2	43													3	2		1						2
11564		6	2	36	1											1		1	1	2	1	2	1				1	1
11566	13603903		1	37	1																							1
11570	13603947	4	2	37	4	9	12	37	43										1	1		1						4
11572	13603847	5	2	38	1																		1					1
11577	13603934	1	2	39	4	6	8	39	39							8		5	4							4	4	4
11580	13603810	5	2	61	2	71												1	2	4	2							2
11582	13603943	2	2	72	2	70										1							5	2		1		2
11583	13603919	5	2	70	1																		2	2				1
11584	13603922	7	2	76	2	76														1								2
11585			2	75	1																							1
11586	13603960	4	1	-0	2	0	23												1	2								2
11588	13603969	4	2	-0		0	5	7	36	37																		5
11591			1	-0	3	6	33																					3
11592	13603965	1	1	-0	5	9	16	36	42																			5
11597	13604062	2	1	-0	3	8	36									5			2							4	1	3
11605	13603964	4	2	0	4	14	40	49								15		3	2							15		4
11608	13603963		1	0	4	10	40	42																				4
11610	13603974		2	0	3	0																						3
11614	13603967		1	0	3	0	9	38																				3
11627	13604080	2	1	1	3	23	25	50											1									3
11636	13603966	4	2	1	3	1	23	34								2		1	1							2		3
11652			1	2	3	2	35																					3
11664	13603971	7	2	2	4	9	40	47								1			1	2							1	4
11672		2	1	2	3	6	31									1	3	2	1	1	2						1	3
11674	13603982	4	1	2	4	2	7	42	45											1								4
11676	13604015	2	1	2	5	1	11	38	38							7	4		4									5
11682	13603983	3	1	2	6	1	25	28	30	55						5		1		1	1					3	2	6
11684	13603968	4	1	3	4	0	3	30	43																			4
11690	13604091		2	3	3	3	8	35																				3
11692	13603991	5	2	3	4	3	7	9	32							2	2	1	2	1	1						2	4
11693	13604067		1	3	2	22	28																					2
11695	13603987	4	2	3	4	3																						4
11702	13603998	4	2	3	3	3	31	44								15										15		3
11703	13604025		2	3	4	0	3	25	55																			4
11708	13603997		2	3	3	47	50																					3
11709	13604003	5	2	3	3	48	56									2			2				2			1	1	3
11716	13604364	2	2	3	4	0	4	7	21											1	1							4
11719	13603977		1	4	3	4	35	43																				3
11724	13604028	2	1	4	4	1	2	4	35							15										15		4
11727	13604009	4	1	4	3	4	28	36																				3
11737	13604083	7	2	4	4	9	15									1	1		1			1						4
11738	13603988	1	1	4	3	4	29	32								10										10		3
11739	13604084		2	4	2	4	33																					2
11741	13604023	1	1	4	5	4	7	9	38	52						12			3							7	5	5
11745	13604085	1	1	4	3	7	36									3		1										3
11748	13604034		1	5	4	1	3																					4
11749		2	1	5	4	5	33	38	42							3	1		1	1								4
11751	13604288		1	5	3																							3
11753	13604053	2	1	5	3	5	29	43								10				1							10	3
11757	13604008	4	1	5	5	0	3	5	33	41						15			1								15	5
11762	13604052		1	5	6	1	7	30	39	59																		6
11763	13604060	7	1	5	4	5	7	36	36																			4
11765	13604278	3	1	5	4	0	5	41	46									21										4
11775	13604359	3	2	6	5	1	6	9	36	47						18					1						18	5
11787	13604077	2	2	6	4	4	34	38								20				1							20	4
11793	13604081		1	6	6																							6
11799	13603955	4	2	6	5	1	5	7	31	42						25												5
11801	13604273	1	1	6	5	7	15	17	39	39						5											5	5
11808	13604094		2	7	3																							3
11813	13604022	1	2	7	5	4	7	9	38	52						5		1	2								5	5
11814	13603989	4	1	7	4	7	11									18			1								18	4
11815	13604059	7	2	7	4	5	7	36	36																			4
11816	13604010	4	2	7	4	7	10	14	35							4			1									4
11821	13604013		2	7	3																							3
11822	13604054		2	7	6	1	5	7	38	39	59																	6
11825	13604063	4	2	7	6	3	13	14	38	39						30	10			5	2					5	25	6
11829	13604058		1	7	3	7	47									4											4	3
11830	13604056		1	7	3	7	47									3											3	3
11831	13604002	4	2	7	5	7	11	13	33	38						25				1							25	5
11837	13604086		2	7	3	11	34																					3
11839	13603985	2	2	7	5	7	14	20	48	54						12	3		1	1	1		1			1	11	5
11844	13604079	2	1	8	4	8	16	42	43							20	1		1	3							20	4
11846	13604287		1	8	3	8	14	35																				3
11848	13604046	6	2	8	2	8										3	1	1	1							1	2	2
11849	13604021	2	2	8	7	2	8	10	14	16	34	38				20											20	7
11857	13604363	3	2	8	4	8	11	36	41							19			2	1							19	4
11858	13603975		2	8	5	3	8	11	39	49																		5
11864	13604018	6	1	8	4	3	37	38																				4
11867	13604049		2	8	3	4	8	26																				3
11869	13604031		1	8	3	10	30																					3
11870	13604037	1	1	8	4	8	10	12	40							20	6				1						20	4
11871	13604032	2	2	8	3	4	8	29								11		2										3
11872	13603976		2	8	5	0	2	24	29	51						10											10	5
11882			1	8	5	8	12	42	46	48																		5
11888	13604047	2	1	8												18				1							18	
11892	13604061	2	1	9	5	3	7	9	33	40						26			1		1						26	5
11894	13604066	1	2	9	4	15	43	43								2	1									1	1	4
11900	13603979	6	2	9	6	2	9	12	14	37	45					5	4		2	1						2	3	6
11903	13604055	6	1	9	3	31	32												2									3
11908	13604050	4	2	9	4	0	9	40	40							11			1							1	10	4
11910	13604017		2	9	5	10	16	21																				5
11914	13604065	2	1	9	6	6	9	11	13	38	54					10	3		1	3	1						10	6
11918	13604038	2	2	9	2	27										24		2								24		2
11920	13604087	3	1	9	5	4	9	11	33	43																		5
11921	13604043	1	1	9	3	19	45									20	1	1		1							20	3
11922	13604064	3	1	9	4	9	14	37	46							10	4	2	2	1		1		1				4
11925	13604029	1	2	9	2	34										36		5	2					1		0	36	2
11928	13603958	4	2	9	4	4	9	34	42							31	1		2	1							31	4
11932	13604274	2	1	9	3	9	18	38								5	3		1	1	1							3
11942	13604024	1	2	9	4	16	18	46											1		1							4
11943	13604020	2	1	9	7	2	8	9	14	16	34	38				20											20	7
11949	13604073	2	1	10	3	29	44									5											5	3
11950	13604045	2	2	10	3	6	42									14	1			1								3
11956	13603996	2	2	12	4	6	35										8				1							4
11960	13604076		2	13	2																							2
11961	13603980	2	2	13	2	13	46										15		4									2
11970	13604069	1	2	15	3	9	36										6		1									3
11977	13604074	2	2	19	2	19	53										10											2
11981	13604012	1	2	20	2	54											2		2	3	1		5	10	5			2
11983	13604090		1	20	3	20																						3
11984	13603986	3	2	21	3	40	50									3		2	3							3		3
11988	13604007	1	2	23	4	0	4	23	26							2		3		1	2					2		4
11997	13604019	4	2	28	3	2	3	28								7		1	1	2	3	2	4	3		4	3	3
12007	13604000	4	2	31	2	35														2	2							2
12012	13604089		2	32	2	9	32																					2
12020	13603990	4	2	35	3	10	14	35											4									3
12022	13604068	5	2	36	3	8	15											4										3
12026	13604026	2	2	37	5	9	11	13	39	41								3	5									5
12029	13603959	4	1	39	8	3	6	8	25	36	38	46	62			2		3	2	2	2							8
12036	13604001	4	2	43	3	7	43	44								25			2	3	5					10	15	3
12041	13604042	1	2	45	3	9	19									21	3	1	1	1	1						21	3
12048	13603992	2	2	46	3	18	46	49											4	4	3							3
12053	13604006	4	1	49	5	4	11	14	33	49								3										5
12057	13604269		1	50	1																							1
12059	13604004	4	1	50	1														5	5		1						1
12069	13604041	2	1	51	7	3	6	8	9	11	16	40							3									7
12072	13604044	2	1	51	3	21	42	52										1	2	3	2							3
12073	13604027	2	1	52	2	24																						2
12090	13604093	6	2	55	1											1		4	2								1	1
12094	13604092	3	1	56	1														1		6							1
12102	13603957	1	1	58	2	52												5	6	6	2							2
12104	13604014		2	58	3	4	28																					3
12108	13604070	2	1	59	4	20	27	54									10		5	3								4
12111	13604035	2	2	60	2																							2
12113	13604030	1	1	60	3	32	52											1	2	3	3							3
12116	13604036	7	1	61	2											2										1	1	2
12120	13604354	2	2	61	3	21	23	61												1								3
12125	13603984		1	62	2	20																						2
12126	13604005	4	1	62	5	18	25	27	48	62									3	2	1							5
12139	13604051	1	1	65	1														4	4	8	5						1
12148	13604011		1	61	1																							1
12154	13603995	4	2	1	4	13	42	46								1	5			8						1		4
12155	13604072	1	2	62	2	53													2	2	2	2		1	1			2
12158	13603953	6	2	66																								
12161	13603956	1	2	14	5	3	11	43	47								11	1	3		1							5
12165	13603981	4	1	67	1																1							1
12173	13604352	3	2	72	1																		2					1
12180	13603972	3	2	59	3	33	62												2		3		2	1				3
12183	13604071	5	2	70	1																3	4	2					1
12190			2	71	1																							1
12193	13603940	6	2	58	2	59												2		3								2
12197		6	1	72	4	31	38	61														1	4					4
12200	13604075	2	1	73	2	23															1		1					2
12204	13604033	7	2	6	4	9	37	41								18		2	9							1	17	4
12208		7	2	2	3	23	32										1	2		2								3
12209	13603970		2	4	4	3	5	31	31																			4
12217	13604057	2	2	12	3	8	12	38								1	3		1	1							1	3
12220	13603993	4	2	75	1	75													1	1								1
12223	13603994	5	2	2	4	4	30	35								10		2	2							10		4
12243	13603978	1	2	2	4	2	4	34	36							2			2							2		4
12245	13604039	1	1	66	1																6							1
12247	13604048	5	2	77	2	73												5				6						2
12250	13604016	1	2	78	1											10	5				5	5	5	5			10	1
12258	13604078	1	2	28	2	34										1		1	1							1		2
12260	13604088	2	1	13	4	9	48	54									20	1	5	5	1							4
12265	13603973		2	79	1														1	1		2		2				1
12281		4	1	0	3	26	38									12										12		3
12297	13604151	2	2	0	3	36	39									8			2							8		3
12301	13604131		2	0	5	3	11	30	31																			5
12312	13604142	4	1	1	3	2	22	32																				3
12319			2	2	3	2										4	1		1									3
12321	13604132	2	2	2	4	1	27	40																				4
12325	13604279		1	2	6	0	2	10	13	30	30																	6
12326		3	1	2	4	2	2	24	41							1										1		4
12328		4	1	2	4	2	2	29	37							10			2							10		4
12342	13604271	7	1	2	4																						1	4
12344	13604362	3	1	3	4	4	6	31	42							10			2	1						10		4
12346	13604163	4	2	3	9	2	3	12	14	16	17	18	43	44														9
12349	13604137		1	3	4	3	9	36	42																			4
12350		3	1	3	3	41	64									6				2	1	1				6		3
12370			2	3	4	0	4	6	7																			4
12378	13604117	2	2	4	9	5	5	10	12	14	16	18				11		1								11		9
12384	13604361	3	1	4	4	4	5	31	42							10			2	1						10		4
12391	13604114		2	4	5	3	4	8	37	47																		5
12392	13604285		1	4	4	2	29	41																				4
12393	13604286		1	4	7																							7
12394	13604158		2	4	6	4	35	44	48	50	58																	6
12401	13604095	2	1	4	5	0	4	24	32	34						18										18		5
12408	13604161		1	5	4	5	11																					4
12409	13604145	7	2	5	5	5	11	22	45	49						2		2									2	5
12413	13604356	3	2	5	5	12	15	40	41							30	10			4						30		5
12419	13604155	4	1	5	5	5	25	25								1		2								1		5
12421	13604268	1	2	5	3	0	46	48								3		2	3	2						2	1	3
12423	13604168	4	2	5	4	9	35	37								14	1			1							14	4
12425	13604118	2	2	5	3	5	28	32								20			1								20	3
12426	13604106	2	2	5	3	5	14	34								30	2	3	2	5	1					20	10	3
12428		4	2	6	4	3	37	41								18		1	2								18	4
12435	13604153	4	1	6	3	6	6	45								32			4		1					1	31	3
12437			2	6	4	6	20	34	45																			4
12438	13604167		2	6	5	4	6	10	14																			5
12443	13604282	3	2	6	6	2	6	7	10	14						6	3										6	6
12446	13604109		1	6	5	1	9	35	44																			5
12447			2	6	4	6	12	13	46							20											20	4
12452		3	1	7	2	34																						2
12456		2	2	7	3	3	7	37								30		2	6	1						10	20	3
12457	13604166		1	7	5	2	4	7	27	44																		5
12459	13604159		1	7		1.5	3.5	7								3											3	3
12466	13604267	3	2	7		8	9	18	20							20	2		1	3	2			1	1		20	4
12468	13604119	3	1	7	4	4	8	31	32							14				3							14	4
12474	13604160	4	1	7	6	7	14	17	19	46	48					3				1								6
12477	13604164	2	1	7	7	2	4	6	11	35	36	39				6				1								7
12479	13604121	2	2	7	5	2	7	9	38	47						10			4							2	8	5
12480	13604270	3	2	7	6	8	14	18	20	38	44						10											6
12481		3	2	7	8	7	14	18	19	22	25	44	56			1										1		8
12485	13604123	6	1	8	4	5	8	37	43							1	2		2								1	4
12487	13604148	4	2	8	5	2	8	11	33	49								22										5
12488	13604275		1	8		6																						2
12495	13604124	2	2	8	8	8	10	12	14	16	18	38	38			15			1		1						15	8
12502	13604102	3	2	8	5	5	8	13	37	41						2											2	5
12504	13604115		1	8	5	11	16	17	42	46																		5
12505	13604264	3	1	8	7	4	6	9	16	20	39	64				7	1										7	7
12506	13604116	2	2	8	5	4	5	8	39	42																		5
12507	13604169		1	8	5																							5
12509	13604140	4	2	8	5	8	18	21	40	44						25												5
12510	13604277		2	8	3																							3
12512	13604162	6	2	8	4	9	12	40	42							6	9									1	5	4
12515	13604165	4	1	8	3	8	33	45								4		2	2								4	3
12516	13604353		2	8																								
12519	13604156	4	2	8	3	8	13	36								25	5	1	1	1						2	23	3
12527	13604283	3	1	9	2	36											22											2
12528	13604104	2	1	9	8	1	7	9	14	16	16	37	41			12	3	2	3							4	8	8
12532	13604097	2	2	9	6	9	9	15	17							3											3	6
12539	13604149	4	1	9	8	0	7	9	11	14	15	34	37			10			1								10	8
12541	13604266	3	2	9	7	8	9	18	20	22	45	53				20	2		1	3	2			1	1		20	7
12545	13604281	6	1	9	4	9	14	17	44							2	1	2		1						1	1	4
12555	13604157	7	1	9	6	10	20	23	25	42	49					10												6
12557	13604146	4	1	9	6	40										2			1								2	6
12558	13604098		1	9	5	3	6	10	33	43																		5
12560	13604108	2	1	9	4	1	9	31	37							25					1						25	4
12565	13604154	4	1	12	3	12	46	53									20		1									3
12569	13604126	1	2	14	4	11	14	42	50								12		1	1	1							4
12570	13604110	7	2	14	3	46	57													1	1							3
12604	13604133	2	2	28	2	29												8	1	1	1							2
12608	13604366	1	2	32	4	3	4.5	34								15			10	1								4
12614	13604099	1	2	36	4	5	8	39										1	2		2							4
12615	13604138	2	2	37	4	12	14	40									1		2			1	1	1				4
12617	13604284		2	37	3	12	14	37																				3
12620	13604112		2	39	4	15	19	39	44																			4
12625		2	2	42	7	11	14	14	18	18	24	42				5	6	7	8	7	3	2	1			1	4	7
12636	13604289	6	2	47	1															1	2							1
12648	13604141	4	2	52	5	10	12	17	29																			5
12650	13604276		2	53	2	20																						2
12651	13604101	6	2	53	5	24	26	29	60																			5
12652	13604130	2	2	53	1																4							1
12654	13604150	6	1	53	2	19										5		4	4	2	2					2	3	2
12657	13604290	3	2	54	1													1			1	10	8					1
12658	13604129	2	2	54	2	60										1		2	2	1	2	2	1			1		2
12674	13604272		2	57	2	62																						2
12684	13604127	2	2	60	1												1		2	3		2						1
12691	13604144	3	1	62	2	58	62												2	2	1	1						2
12697	13604139	4	2	64	1																5	2						1
12705	13604111	3	2	66	2	68											2	1		1		2	2					2
12712	13604113	5	1	67	2	60																						2
12715		2	2	69	2	67													2									2
12720	13604265	4	2	69	1												2		2		2		1					1
12723	13604143		2	70	2																							2
12726	13604105	2	1	71	2	66	71											3										2
12727	13604096		2	71	1																							1
12731	13604100		1	72	2																							2
12734	13604135	1	2	73																								
12738	13604291	3	2	74	2	74														1								2
12739	13604147		1	75	2	31																						2
12741	13604103	2	2	75	2	76																4						2
12742	13604134		2	75	1																							1
12749	13604125	3	1	76	1																	2	2					1
12760	13604136	4	2	79	1												2			1	1	1						1
12769	13604300		2	-0	4	0	2	38	38																			4
12772	13604184		1	0	2																							2
12776		4	1	0	3	34	36									1			2							1		3
12780	13604301	3	2	0	4	2	31	31								1			1			2				1		4
12788	13604296	6	2	1	4	3	38	44										1	1									4
12790			1	1	4	3	35	39																				4
12801	13604323	3	2	2	3	34	37													1		1						3
12802		2	2	2	4	3	5	34	35							10			4							6	4	4
12806		4	1	3	4	5	33	54								1			1		1						1	4
12807	13604307	4	2	3	3	3	30	31										1	4									3
12808		1	1	3	4	1	35	39										1										4
12819	13604320		2	4	4	3	4	24	28																			4
12826	13604326		1	5	3																							3
12827		4	1	5	4	3	33	54								1										1		4
12829	13604191	3	2	5	4	2	5	16	32							2				2							2	4
12830	13604325		2	5	4	5	19	50	55																			4
12835	13604181	3	1	6	5	4	6	8	45	60						20	1	1		1							20	5
12838	13604318	4	2	7	2	36																						2
12840	13604355	3	2	7	4	7	11	28	33							20	1	1	2	1							20	4
12848	13604322	1	2	8	5	1	8	11	38	49						15		1										5
12852	13604327	1	1	8	2	45										15			1	1							15	2
12855	13604299	5	1	9	5	27	32	38								11	1			2						1	10	5
12858		2	2	9	6	4	9	23	42	65						3		1		1		1					3	6
12865	13604310	2	2	11	4	9	44	48								15	16	2	1	6	1					5	10	4
12866	13604183	7	1	11	3	9	11	52								4	5	1	4	4	6						4	3
12869	13604177		1	13	4	13	25	55																				4
12871	13604324	1	1	15	4	13	14	46	48								80	11	1	10								4
12872	13604189	7	1	15	6	8	14	18	19	38	40						10	5										6
12873	13604190	7	1	15	4	13	15	43	45								5			2								4
12874	13604188	1	1	16	3	16	35	45									30	2	1	1	7	1						3
12875	13604173	1	2	16	6	3	15	16	18	41	45						5	4	1									6
12876	13604305	4	2	18	8	12	13	15	16	18	20	41	51			6			2							6		8
12877	13604337	2	2	18	5	15	18	20	48	50						10	4	3		10	3					2	8	5
12879	13604302	4	2	19	6	20	22	24	46	60						3	20	2				1		1		1	2	6
12896		6	2	23	1											1	1	2	2		2							1
12898	13604313	4	1	24	2	24											4	9	5	2	1							2
12903	13604193	3	1	26	2	23												25	8	3								2
12909	13604182	7	2	27	2	27												8			2							2
12920	13604328	6	1	28	2	28											1	15	1	1	4							2
12924	13604179	1	2	29	1														4									1
12926	13604303	4	2	31	4	0	0	2	31										2									4
12944	13604319	6	2	36	5	2	3	36	43	76						20	14	12	17	20	30	12	10			12	8	5
12962	13604306	4	2	41	3	4	41	42								6		2	1	12	2						6	3
12964	13604295	7	2	42	4	11	14	42	53										2	1	2							4
12971	13604304	2	2	46	1														11	2	4							1
12972	13604316	4	1	46	2	41													2	4	2							2
12985	13604330	1	1	50	5	3	8	13	36							2	1	1	19							1	1	5
12987	13604321	1	2	51	2	49	51												4		6							2
12988	13604176	7	2	51	4	14	14	51									3	2			2							4
