ParticipantId	SampleCode	contdag	gesl2	LFTB	pershuis	Lftpershuis1	Lftpershuis2	Lftpershuis3	Lftpershuis4	Lftpershuis5	Lftpershuis6	Lftpershuis7	Lftpershuis8	Lftpershuis9	Lftpershuis10	contpers0tot9	contpers10tot19	contpers20tot29	contpers30tot39	contpers40tot49	contpers50tot59	contpers60tot69	contpers70tot79	contpers80tot89	contpers90plus	contpers0tot4	contpers5tot9	pershuisv2
12997	13604317		1	54	4	20	26	53	54																			4
12999	13604315	3	2	55	1													1	2									1
13000	13604294	4	1	56	2	57	61									1	1	3	2		3				1		1	2
13004	13604185	2	1	56	1												1	3			1							1
13005	13604308	5	2	56	2	62												3	2	2	9							2
13007	13604312	1	1	57	3	24	52	57												2	2							3
13008	13604186	7	2	57	2	64																1						2
13013	13604187		1	58	2	59																						2
13017		7	2	59	2	60										5		8	6	4		6			1		5	2
13019	13604192	7	2	59	3	14										2	2		1			1				1	1	3
13022	13604175	2	1	60	2	63												1		1	3	1						2
13024	13604311	3	2	60	1													2	2	1	2	1						1
13025	13604314	5	1	60	2	58											1	4	1	1	3							2
13026	13604298	2	1	60	2	60													2	8	2							2
13031	13604122	2	2	62	2	63														3		2		1				2
13034	13604309	4	2	63	1													1				3						1
13043	13604329	2	1	66	1														1		1							1
13047	13604178	2	1	66	2	67													4	10		1	1					2
13050	13604180	2	2	67	1													1										1
13058	13604292		2	69	4	61	67	69	70											2	1	4						4
13061	13604293	7	2	69	1											2	1		3		2		1	1			2	1
13062	13604174		1	69	3	17	60	69																				3
13067		4	2	70	1											1				1	3	2				1		1
13073		3	2	71	1																1		1	1				1
13074	13604170		1	71	2	71																						2
13093	13604172		2	74	2															1	2		15	4				2
13100	13604171	2	2	75	1														2		3							1
13101	13604297		2	75	1																							1
13108		1	2	77	1																1	1	1					1
13109		3	2	77	1															2					1			1
13125	13604365	3	1	-0	3	24	28									3		1		2	2					1	2	3
13129	13604231		2	0	3	31	36																					3
13131		5	2	0	3	27	30																					3
13139	13604237	2	2	0	3	28	29									9			4	1						9		3
13143	13604349		2	0	3	24	24																					3
13144	13604347		1	0	6	0	2	6	7																			6
13146	13604239	2	2	0	2	1	36												1									2
13153	13604334	3	1	1	3	1	29	34										1	1									3
13156	13604217		1	1	4	1	28	29	45																			4
13163	13604256	2	1	1	3	29	33									6	2	1	2							6		3
13167	13604234	2	2	2		2	32	64											1			1						3
13172	13604197		1	2	3	2	23	28																				3
13187	13604204	1	2	3	3	8	30									3			1	2						2	1	3
13191	13604344		1	3	6	4	6	9	10	36	48																	6
13198	13604209		1	3	1	1	3	20	20																			1
13199	13604236	5	2	3	4	4	36	41								3			2							1	2	4
13203	13604335	2	2	4	3	4	35	36								15			2									3
13217	13604247		2	4	3	29	39																					3
13219	13604213	3	2	4	3	4	45	45								18				2						18		3
13223	13604250		1	4	5	4	13	14	32	39																		5
13228	13604261	2	2	4	6	2	6	72	75	97	99					20		1	2	1								6
13230	13604332	6	2	5	6	6	9	10	39	43							1		1	3				1				6
13234	13604230	4	1	5	4	2	5	39	44							15				4							15	4
13235	13604258		1	5	4	0																						4
13236	13604341		1	5	5	1	67	70	92	97																		5
13237	13604199	1	2	5	3	5	45	75								12											12	3
13250	13604331	6	2	6	6	5	9	10	38	43							1		1	3				1				6
13251	13604233	2	1	6	5	1	5	6	25	34						4		1		1	1						4	5
13252	13604240	2	2	6	4	14	33	43								17		1									17	4
13255	13604257	2	2	6	4	1																						4
13257	13604253		2	6	5	3	8	35	46																			5
13259	13604346		2	6	6	13	16	18	45	50	65																	6
13269	13604221	1	1	7	2	7										4		1		1	1							2
13270	13604340	4	2	7	6	6	7	10	12	34	35					4											4	6
13275	13604205	1	1	7	4											1				1						1		4
13276	13604255	1	1	7	4	5	26	29																				4
13280	13604351	2	2	7	5	1	7	10	28	49						8	2			2								5
13283	13604350	2	1	7	5	70	81	95	99	99						5		1	1									5
13289	13604211	1	2	8	5	3	8	10	27	36						5				1							5	5
13291	13604333		2	8	6	8	12	14	16	34	51																	6
13292	13604244	2	1	8	4	8	11	35	37							10	1			2								4
13293		6	2	8	7	2	6	9	14	14						1	1	1		1						1		7
13295	13604263		1	8	6	6	19	22	45	48																		6
13298	13604207	1	2	8	6	8	19	21	23	41	45					4		1		1							4	6
13299	13604226	2	1	8	5	1	9	10	42	49						10		1									10	5
13313	13604343		1	9	5	1	67	73	92	97																		5
13316	13604339	2	2	9	16	3	5	9	11	34	39					15	5										15	16
13317	13604259	5	1	9	4											4		1	1								4	4
13319	13604238	7	1	9	5	9	10	17								2	2			2							2	5
13320	13604235	2	1	9	8	9	11	14	15	16	17	18	19	20		20												8
13322	13604262		2	9	3	5	31																					3
13326	13604348		1	9	5	5	7	9	36	40																		5
13327	13604246	2	2	9	5	9	16	22	48	56						20	2	1	1	1	1							5
13329	13604254		2	9	5	18	20	45	46																			5
13330	13604260	6	1	9	4	12	40	42								10	2			6							10	4
13334	13604345		2	9	3	6	8	35																				3
13341	13604215	1	2	9	5											3											3	5
13344	13604216	1	1	9	5	10	20	25	50	53						4											4	5
13345	13604225	2	1	9	6	2	6	8	9	41	48					18	1	1									18	6
13351	13604232	6	2	9	4	17	56	65								5	2	1	5		1	1				1	4	4
13352	13604248	2	1	9	4	13	48	51								3				3	1		1				3	4
13354	13604242	2	2	10	4	12	44	46									20	2			2							4
13358	13604223	4	2	12	5	6	10	41	43							2	25	1	1	1							2	5
13360	13604210		1	13	4	13	17	37	40																			4
13361	13604214	1	1	13	3	13	17	52									24		7									3
13367	13604218	2	2	17	3	53	55									1	4	4	4		1					1		3
13392	13604357	2	2	25	2	32												3										2
13396		5	2	26	3	21	23											6	4		2							3
13404	13604219	7	2	28	1													4	2	1		2						1
13405	13604212	1	2	28	5														1			1						5
13429	13604243	2	2	37	4	6	8	37	46							30	2			8							30	4
13441	13604202	3	2	43	5	12	15	16	43	70										2								5
13443	13604245	7	1	45	3	1	30											8	8	2	6							3
13453	13604338		1	50	1																							1
13459	13604229	2	1	51	1														2	1	2							1
13466	13604196	3	2	54	2	46													2									2
13467	13604208	1	2	54	2	13	54														1			2	1			2
13469	13604336	2	1	55	4	10	13	37	56								2	4	4	3								4
13472	13604249	6	1	56	4	18	22	56	58												4							4
13473	13604220	1	2	56	2	21												1			2							2
13476	13604222	4	2	56	2	60										1			1	2	2	1	1				1	2
13484	13604251		2	58	4	18	22	56	58																			4
13486	13604252	2	1	58	1												1				19							1
13490		1	1	59	4	16	18	57												2	2	2	1	1				4
13503	13604195	1	1	62	11	4	7	9	12	14	16	17	18	20							10	10						11
13505	13604360	5	2	63	1														1	1	1							1
13508	13604198	5	2	63	1																	1	1					1
13509	13604241	2	1	63	3	21	46	63													10	5						3
13512	13604224	1	2	64	2	64	65									3	1	2	1	3	2	4	3			1	2	2
13513	13604206	1	1	64	1																							1
13514	13604228	2	2	64																		1						
13515	13604342	4	2	64	3	23	66									2		2	1								2	3
13534	13604227	7	1	70	2	57															1							2
13540	13604194	7	1	72	2	63														2	8	1						2
13552	13604201	3	1	76	1																		2	1				1
13554	13604203	1	2	76	1																	1						1
13571		3	1	-0	4	1	26	37									4		2	2								4
13574	13604592	2	2	-0	3	30	33									5			1				1			5		3
13575	13604572		1	-0	4	2	28	32																				4
13577	13604582		1	-0	6	0	3	5	7	33	34																	6
13578			1	-0	3	33	35																					3
13585	13604458	2	2	-0	3	0	33	40															2					3
13587		3	2	-0	5	3	7	38	38												1	1						5
13597	13604570	1	1	0	4	0	33	34								2			2			1				2		4
13598		1	1	0	6	0	3	5	7	35	36								1									6
13603	13604379	4	1	0	4	4	32	33								2			2		2					2		4
13604		5	2	0	3	25	27									5										5		3
13605	13604453	7	2	0	5	4	18	23	40							5	2	2		2			1			2	3	5
13607	13604452		1	0	5	1	2	21	35	35																		5
13609	13604461	3	2	1	4	3	33	33								1			1							1		4
13610		5	1	1	3	36	37														2	1						3
13611	13604593		2	1	6																							6
13620		6	1	2	3	30	31									2	1				1					2		3
13629		7	2	3	4	0	33	36								7	3		8	3		1	1			6	1	4
13633		7	2	3	4	4	7	36	37							12	2		4							7	5	4
13636		6	2	3	4	3	38	40								2		2				1				2		4
13637	13604476	1	1	4	4	2	4	34	35							10			4			1				3	7	4
13639	13604427	7	2	4	4	4	8	35	39							2										1	1	4
13642		5	2	4	7	2	2	5	7	31	31					3					1	1				2	1	7
13644			2	4	4	3	35	38																				4
13645	13604594		2	4	5																							5
13646	13604387	7	1	4	5	8	10	39	43																			5
13648	13604451	2	2	4	3	1	2	19									1	1	2				1	1				3
13650	13604440		2	5	5	5	6	8	31	38																		5
13652	13604401	2	2	5	5	5	9	11	40	42						30		4	4				1			10	20	5
13653	13604444	6	1	5	5	9	10	40	42								1			1		2	1					5
13654	13604457	3	1	5	6	2	4	7	37	41						3	2		3							1	2	6
13657	13604392	3	2	7	5	1	4	7	31	31									1									5
13659	13604391	3	2	7	4	7	40	45								2	1			3						1	1	4
13663	13604419	4	1	8	5	4	12	41	43							8	2			2						2	6	5
13664	13604420	7	2	8	4	7	34	36								1			2								1	4
13665		3	1	9	4	15	42	43									4			5		2						4
13666	13604479	5	2	9	4	6	9	37	38																			4
13667		1	1	9	4	8	46	46								6			1								6	4
13668	13604580		1	9	4	9	13	38	41																			4
13669	13604473	3	2	10	4	13	42	48								13	5	2		3				2		3	10	4
13671	13604409	3	1	10	6	12	16	18	42	44							3						2					6
13672	13604449	1	1	11	5	4	9	36	37							2	12	1	2	1						1	1	5
13674	13604471	1	2	11	5	3	5	39	41							2	11		1	2						1	1	5
13675	13604445	6	2	12	5	12	13	15	42	42							2	2	6				4					5
13676	13604503	3	1	12	4	10	37	41								1	1	1	3	1			1				1	4
13677	13604412	4	2	12	5	12	13	16	42	46							2			2								5
13679	13604389	3	2	13	4	10	41	43									4			2								4
13681	13604463	2	1	13	5	10	11	40	40								29		5	2								5
13682	13604498	2	2	13	4	0	29	45									23	3	2									4
13683	13604481	5	1	13	4	11	40	47									27			4			2					4
13684		6	1	14	4	11	50	51									16	2			2							4
13685	13604428	7	2	14	4	11	14	48	50								1			2	1			2				4
13686		2	2	14	4	12	14	46	51								35		3	3	4							4
13688	13604465	1	1	14	5	11	16	40	46								2			2								5
13689	13604462	3	1	15	6	6	15	17	20	46	46						6											6
13690	13604584	3	2	15	5	10	13	44	46								20			6	3							5
13691	13604386	3	2	16	5	11	16	17	46	46							30			8								5
13693	13604388	7	2	16	3	52	57									2	6	3								1	1	3
13697	13604424		1	17	7	11	13	15	17	19	43	44																7
13698	13604459	7	1	17	3																							3
13700	13604495	1	2	17	4	14	46	46									8	4	6	4	2							4
13703	13604437	3	2	18	5	18	20	22	49	49								3	2	4			8					5
13706	13604496	5	2	18	2	22											1	7	21	2	10	2	2	3				2
13707	13604399	7	2	19	4	22	50	52								1	1			2	2	1		1			1	4
13710			1	20	3	20	52	53																				3
13711		4	1	20	3	20	51	51									1	2		1	1			2				3
13714	13604396		2	20	2	20	25																					2
13721	13604426	7	2	20	4	16	19	58										1			1							4
13724	13604480	6	2	20	4	15	48	51								2	2	2										4
13726	13604368	7	1	21	5	15	19	49	51								3			1	1							5
13727	13604415	1	2	21	2	23											1	3	4									2
13729	13604490	3	2	21	5	14	18	21	49	55						1	2		6	1	1		1			1		5
13730	13604487	6	1	21	5	19	21	23	50								9	5										5
13734	13604590	3	1	22	3	22	54	58								2	4	2	5	2	4	1				1	1	3
13736	13604403	3	2	23	4	22	23	53	54									3	10									4
13739	13604446		2	23	2	23	27												2				10	2				2
13746	13604421	3	2	24	2	24	26											1		3		2						2
13754		6	2	25	5	9	13	19	47							3	20	20	10	10	5						3	5
13761	13604569	1	2	25	1	25										1			1									1
13764	13604494	2	1	26	3	37	81									2	2	10	12	6	8	4		1			2	3
13765	13604371	6	2	26	2	33													2	1	3							2
13766	13604411	6	2	26	2	37												1		1								2
13771	13604475	6	2	27	4	2	4	27	28							1		2	2	2	3			1			1	4
13772		3	1	27	1												1	4	1		1		1					1
13774	13604418	3	2	28	2	28										1		3			2	3					1	2
13782		4	1	29	3	29	57	59										5			2							3
13788	13604493	1	1	29	2	26												1	2	4	1							2
13790	13604482	1	2	30	2	34												2	10	10								2
13794		3	2	31	3	31	56	59											1	1								3
13796	13604489	5	2	31	4	2	4	31	36												1							4
13799	13604591	3	2	31	3	0	31									1	1		1		2					1		3
13800	13604585	1	1	31	2	26											2	4	2	1		1						2
13801	13604484	3	2	31	2	29											3	2	1		2	2						2
13808	13604501	2	2	32	3	1	32											1	1	1								3
13811	13604393	3	2	32	2	33												3		1	1		2					2
13813	13604486	1	2	33	1											3	9	7	2	3	12	6				2	1	1
13819	13604439	2	2	33	3	0	33	35								1		4	4							1		3
13820	13604474	1	1	34															4	1		4	2					
13823	13604417	3	2	34	4	1	5	34										1			1	4						4
13824		4	1	34	3	2	32											2	6		2							3
13828	13604408	3	2	34	2	35										2		2	4			1					2	2
13830	13604499	6	1	35	4	5	6	35	35									8	20	4	2	4						4
13831	13604406	4	2	35	4	1	4	39										2	3		2		2					4
13833	13604579		2	35	3	16	47																					3
13836	13604577	3	2	36	2	36												2	3									2
13837	13604372	7	2	36	4	7	12	36	41							1	1			1			2				1	4
13838	13604500	5	2	36	1													10	4	2								1
13839			2	36	4	2	8	45																				4
13841	13604416	6	1	37	3	10	38									7	1	1	4	3	2	2				2	5	3
13842	13604485	7	1	37	3	1	29									1		1			2	1				1		3
13843	13604478	5	2	37	4	6	9	37	38											1		1	1					4
13847	13604491		1	37	3	0	34	37																				3
13848	13604589	2	1	38	4	2	4	36	37							4	2	5	4	2	2	1				1	3	4
13851	13604586	7	2	38	7	2	4	6	16	18	33	38					3	2	1	5	2	1			1			7
13852	13604407	5	1	38	4	8	11	38	38									2		3	1							4
13854	13604413	7	1	38	2	34												1			2							2
13855	13604429	6	1	38	4	0	3	34										2										4
13860	13604434		2	39	3	6	9																					3
13861	13604450	2	2	39	5	6	8	11	38										3	1	2	2						5
13865	13604414	7	2	39	3	8	41									1	1			1		2	2				1	3
13867	13604574	7	2	39	4	10	13	39	41							2	2			5		9					2	4
13868	13604575	1	2	39	4	8	11	44								2	2	1	7	4	1	1				1	1	4
13870	13604433	4	1	40	5	1	4	5	40									3	3	2	5							5
13872	13604390	2	2	41	4	9	18	47								2		2	4		2						2	4
13876	13604398	7	2	42	3	18	42													2								3
13880	13604431	7	1	43	1											2	3	10	10	5						1	1	1
13881	13604441	4	2	43	2	59																						2
13884	13604422	2	2	43	5	12	14	16	43	43							4	3	4	7	3							5
13885	13604504	4	2	43	3	15	43	49															2					3
13889	13604405	2	1	45	4	8	12	41	45							9	2	1	3	13							9	4
13891	13604583	1	1	45	6	7	10	12	13	30									1	4								6
13892	13604492	2	1	46	5	7	14	20	39	46						1	1	1	1				1				1	5
13895		3	1	47	1																	1		1				1
13899	13604588	1	1	47	3	9	44	47								4	2	4	5	18	12						4	3
13900	13604443	7	1	47	4	16	17	47											1	2	1							4
13902	13604410	5	1	48	4	18	21	48										3	8	8	10							4
13905	13604394	7	1	49	3	17	49										2	1		2	5		1					3
13906	13604367	7	2	49	4	15	15									1				1								4
13911	13604369	1	2	50	3	19	50	52									24		5	10	5	1						3
13915	13604436	3	2	51	6	17	19	19	27	54									1	1			1					6
13919	13604502	4	2	53	1														1	1								1
13920	13604425	6	1	53	5	17	21	23	48	53								2	4	2	4			1				5
13922	13604370	3	2	53	4	18	28	44												2								4
13924	13604402	6	1	54	1												1		6	3	2	4						1
13925	13604397	3	1	54	3	27	53	54													10							3
13926	13604395	7	2	54	2	70										2			3				1			1	1	2
13927	13604438	2	1	54	2	51											15	3	2	2	3							2
13932	13604483	1	2	56	4	20	25	56										2	3	2	1							4
13934	13604404	7	1	56	2	55	56									5		5	7		10	6				2	3	2
13936	13604497	7	1	57	2	54										1	2	1	4	2	5	8				1		2
13938	13604423	3	2	57	2	48														1	2	2		1				2
13939	13604432		1	57	3	20																						3
13943	13604488	6	2	59	2	61															3	4						2
13944	13604571	1	1	59	2	59												3	2	2		1						2
13946	13604477	6	2	59	2	62																3	1					2
13949	13604470	7	2	60	2	59	61												4	19	10	1						2
13950	13604382	5	2	60	3	25	60	63											1	4	4							3
13954	13604587	2	2	60	2	60	60													1	3	4	1	1				2
13955	13604442	3	2	60	2	63														1	2	2						2
13956	13604581	7	1	60	2	57										2		1	1		2	2				1	1	2
13958	13604469	2	1	61	2	59										2	1	4	2	2	2					2		2
13959		4	1	61	1																1							1
13960	13604380	7	1	61	2	59	61											2	5									2
13962	13604467	2	1	62	1																2							1
13963	13604456	5	2	62	2	64										2		1	2		1	4				2		2
13964	13604430	5	1	62	2	56	62										4			2	6	6						2
13966	13604576	1	1	63	2	56	63													3	2		2					2
13968	13604381	7	2	64	2	64																						2
13969	13604464	2	1	65	2	65	67														1	1	8					2
13974	13604373	3	1	66	2	65															6	5	1					2
13976	13604455		2	67	2	37	42	44																				2
13979	13604376	7	2	67	2	67																3						2
13980	13604472	7	1	67	1											3		2	3		1		1			1	2	1
13981	13604383	4	2	67	2	68										2				1		1	1	1		1	1	2
13985	13604447		2	68																								
13986	13604374	6	2	68	2																			1				2
13987	13604468	3	1	69	2	62										1			2			2				1		2
13989	13604375	4	2	70	1																	7	4					1
13990			2	70	2	66																						2
